,modelo_trabalho_atual,bancos_dados_usados_dia_a_dia,tamanho_empresa,desafios_gestor,cargo_atual,satisfacao_trabalho,idade,area_formacao,linguagem_principal,nivel_hierarquico,id_participante,linguagens_usadas_dia_a_dia,situacao_trabalho,tamanho_equipe_dados,criterios_escolha_emprego,modelo_trabalho_ideal,regiao_residencia,atua_como_gestor,tempo_busca_emprego_meses,experiencia_dados_anos,setor_atuacao,nivel_ensino,ano,experiencia_anos_num,regiao_origem,entrevistas_ultimos_6m,genero,uf_residencia,motivos_insatisfacao,salario_medio_mensal,planos_mudar_emprego,grupo_cargo,faixa_idade,experiencia_ti_anos,ferramentas_bi_usadas_dia_a_dia,tipo_oportunidade_buscada,faixa_salarial
14759,Modelo 100% remoto,Microsoft Access,Acima de 3.000,,Analista de Suporte/Analista Técnico,True,31.0,Outra opção,,Júnior,od9v6p08di13nu6od9v6pihtjufbi28z,Não utilizo linguagem de programação no trabalho,Empregado (CLT),,"Ambiente e clima de trabalho, Plano de carreira e oportunidades de crescimento profissional, Flexibilidade de trabalho remoto",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,False,,Não tenho experiência na área de dados,Varejo,Pós-graduação,2024,0.0,Nordeste,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Feminino,RJ,,5000.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Outros,30-34,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Tableau,,de R$ 4.001/mês a R$ 6.000/mês
14760,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"Amazon Athena, PostgreSQL, SQL SERVER, MySQL, Databricks, Oracle",Acima de 3.000,,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),True,31.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,SQL,Sênior,6p0e0uxwhwuz2o6p0e0rq34mu395olt9,"SQL, Python",Empregado (CLT),,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sul,False,,Mais de 10 anos,Finanças ou Bancos,Pós-graduação,2024,12.0,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Masculino,RS,,10000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Gestão de Produto de Dados,30-34,de 1 a 2 anos,"Microsoft PowerBI, Tableau, Grafana",,de R$ 8.001/mês a R$ 12.000/mês
14761,Modelo 100% remoto,Google BigQuery,Acima de 3.000,,Analista de Dados/Data Analyst,True,31.0,Outras Engenharias (não incluir engenharia de software ou TI),Python,Sênior,ewk8i8juixxhg0gi3oewk8isjvb1vmcj,"SQL, Python",Empregado (CLT),,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Modelo 100% remoto,Nordeste,False,,de 5 a 6 anos,Outra Opção,Pós-graduação,2024,5.5,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Masculino,CE,,10000.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Analista de Dados,30-34,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Tableau, Looker Studio (antigo Google Data Studio)",,de R$ 8.001/mês a R$ 12.000/mês
14762,Modelo 100% remoto,,Acima de 3.000,"Gestão de projetos envolvendo áreas multidisciplinares da empresa., Convencer a empresa a aumentar os investimentos na área de dados., Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.",,True,31.0,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,,,uixca5u112l6tktpipoc2jjcduixca58,Nenhuma,Empregado (CLT),Acima de 300 pessoas,"Flexibilidade de trabalho remoto, Remuneração/Salário, Reputação que a empresa tem no mercado",Modelo 100% remoto,Sul,True,,de 7 a 10 anos,Varejo,Pós-graduação,2024,8.5,Sudeste,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Feminino,PR,,18000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Não se aplica/Outra área,30-34,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 16.001/mês a R$ 20.000/mês
14763,Modelo híbrido com dias fixos de trabalho presencial,Amazon Redshift,de 1.001 a 3.000,,Analista de Negócios/Business Analyst,False,31.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,SQL,Sênior,hzf8qmu9t00mbb2csv15hzf80t090da7,"SQL, Python",Empregado (CLT),,"Remuneração/Salário, Benefícios",Modelo híbrido com dias fixos de trabalho presencial,Sudeste,False,,de 7 a 10 anos,Finanças ou Bancos,Pós-graduação,2024,8.5,,"Sim, fui aprovado e mudei de emprego",Masculino,SP,Não tenho uma boa relação com meu líder/gestor,14000.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Analista de Negócios,30-34,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Microsoft PowerBI,,de R$ 12.001/mês a R$ 16.000/mês
14764,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Databricks,Acima de 3.000,,Cientista de Dados/Data Scientist,True,31.0,Outras Engenharias (não incluir engenharia de software ou TI),Python,Pleno,r4v91tlvj32ufn76zr4v9mv2291inyxv,"SQL, R, Python, Julia",Empregado (CLT),,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,False,,de 3 a 4 anos,Outra Opção,Mestrado,2024,3.5,Nordeste,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Masculino,SP,,10000.5,Estou em busca de oportunidades dentro ou fora do Brasil,Cientista de Dados,30-34,de 3 a 4 anos,Não utilizo nenhuma ferramenta de BI no trabalho,,de R$ 8.001/mês a R$ 12.000/mês
14765,Modelo 100% remoto,"MySQL, S3, Amazon Aurora ou RDS",de 101 a 500,,Analista de Dados/Data Analyst,False,31.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,SQL,Pleno,ked3davcojnra49dxxpuked3da0mn6mx,"SQL, Python",Empregado (CLT),,"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Sudeste,False,,de 7 a 10 anos,Tecnologia/Fábrica de Software,Graduação/Bacharelado,2024,8.5,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Masculino,MG,"Remuneração/Salário não corresponde a realidade do mercado, Gostaria de aprender mais e trabalhar com referências na área, Falta de oportunidade de crescimento no emprego atual",5000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Analista de Dados,30-34,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Microsoft PowerBI, Metabase",,de R$ 4.001/mês a R$ 6.000/mês
14766,Modelo 100% presencial,,de 101 a 500,"Gestão de projetos envolvendo áreas multidisciplinares da empresa., Dividir o tempo entre entregas técnicas e gestão de pessoas., Contratar novos talentos.",,True,31.0,Economia/ Administração / Contabilidade / Finanças/ Negócios,,,82x6vhlmgy3j8s82x6s9ahdv1amcqx42,Nenhuma,Empregado (CLT),4 - 10,"Remuneração/Salário, Propósito do trabalho e da empresa, Ambiente e clima de trabalho",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sul,True,,de 5 a 6 anos,Tecnologia/Fábrica de Software,Pós-graduação,2024,5.5,Sudeste,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Masculino,PR,,5000.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Não se aplica/Outra área,30-34,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 4.001/mês a R$ 6.000/mês
14767,,,,,,,31.0,Outras Engenharias (não incluir engenharia de software ou TI),,,vjjf45jxt9tab36fvjjf45yufhc77058,Nenhuma,"Desempregado, buscando recolocação",,,,Sudeste,,,,,Mestrado,2024,,,,Masculino,SP,,,,Não se aplica/Outra área,30-34,,,,
14768,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Acima de 3.000,"Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados., Desenvolver e manter modelos Machine Learning em produção., Gestão de projetos envolvendo áreas multidisciplinares da empresa.",,True,31.0,Outras Engenharias (não incluir engenharia de software ou TI),,,uspvezzng2t9aqlf15dwiuspve9pxwgh,Nenhuma,Empregado (CLT),21 - 50,"Remuneração/Salário, Ambiente e clima de trabalho, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,True,,de 7 a 10 anos,Setor Alimentício,Mestrado,2024,8.5,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Masculino,SP,,14000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Não se aplica/Outra área,30-34,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 12.001/mês a R$ 16.000/mês
14769,Modelo 100% remoto,,Acima de 3.000,"Organizar as informações e garantir a qualidade e confiabilidade., Conseguir gerar valor para as áreas de negócios através de estudos e experimentos., Garantir a manutenção dos projetos e modelos em produção, em meio ao crescimento da empresa.",,True,31.0,Outras Engenharias (não incluir engenharia de software ou TI),,,ojw7oatgeapf8dojnxfpza2wo68e8mbe,Nenhuma,Empregado (CLT),Acima de 300 pessoas,"Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Sudeste,True,,de 3 a 4 anos,Tecnologia/Fábrica de Software,Doutorado ou Phd,2024,3.5,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Feminino,MG,,14000.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Não se aplica/Outra área,30-34,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 12.001/mês a R$ 16.000/mês
14770,Modelo 100% remoto,"DynamoDB, PostgreSQL, S3",de 1.001 a 3.000,,Cientista de Dados/Data Scientist,False,31.0,Outras Engenharias (não incluir engenharia de software ou TI),Python,Pleno,9s2wyrp1o66sacrn8vtptm89s2wyrprt,"Python, SQL",Empregado (CLT),,"Flexibilidade de trabalho remoto, Ambiente e clima de trabalho, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto,Sudeste,False,,de 1 a 2 anos,Finanças ou Bancos,Graduação/Bacharelado,2024,1.5,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Masculino,MG,Remuneração/Salário não corresponde a realidade do mercado,5000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Cientista de Dados,30-34,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Outra opção,,de R$ 4.001/mês a R$ 6.000/mês
14771,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,de 1.001 a 3.000,"Conseguir levar inovação para a empresa através dos dados., Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados., Convencer a empresa a aumentar os investimentos na área de dados.",,False,31.0,Outras Engenharias (não incluir engenharia de software ou TI),,,g79re6rco4f85ht0rbg79r7tvgcksxpd,Nenhuma,Empregado (CLT),21 - 50,"Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional, Qualidade dos gestores e líderes",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,True,,de 5 a 6 anos,Varejo,Mestrado,2024,5.5,,"Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta)",Feminino,RJ,Falta de maturidade analítica na empresa,18000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Não se aplica/Outra área,30-34,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 16.001/mês a R$ 20.000/mês
14772,,,,,,,31.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,h774yviywpxtzdh77leskhx16k0h475f,Nenhuma,"Desempregado, buscando recolocação",,,,Sudeste,,acima de 2 anos,,,Graduação/Bacharelado,2024,,,,Masculino,MG,,,,Não se aplica/Outra área,30-34,,,Analista de Dados/Data Analyst,
14773,Modelo 100% remoto,"Google BigQuery, S3, Hive, Amazon Redshift, Presto",Acima de 3.000,,Engenheiro de Dados/Data Engineer/Data Architect,True,31.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,SQL,Sênior,q0u8b82susufiholq0u8bhxedw7j0mqt,"SQL, Python",Empregado (CLT),,"Flexibilidade de trabalho remoto, Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Sul,False,,de 3 a 4 anos,Varejo,Pós-graduação,2024,3.5,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Masculino,RS,,7000.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Engenheiro de Dados,30-34,de 7 a 10 anos,"Grafana, Looker, Looker Studio (antigo Google Data Studio)",,de R$ 6.001/mês a R$ 8.000/mês
14774,Modelo 100% remoto,,de 1 a 5,"Organizar as informações e garantir a qualidade e confiabilidade., Contratar novos talentos., Dividir o tempo entre entregas técnicas e gestão de pessoas.",,True,31.0,Outras Engenharias (não incluir engenharia de software ou TI),,,povabk26gif45n7povabk250vdot4ud2,Nenhuma,Empreendedor ou Empregado (CNPJ),1 - 3,"Remuneração/Salário, Ambiente e clima de trabalho, Oportunidade de aprendizado e trabalhar com referências na área",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Nordeste,True,,de 3 a 4 anos,Tecnologia/Fábrica de Software,Graduação/Bacharelado,2024,3.5,Sudeste,"Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta)",Masculino,CE,,10000.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Não se aplica/Outra área,30-34,Menos de 1 ano,,,de R$ 8.001/mês a R$ 12.000/mês
14775,,,,,,,31.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,465yp3zb9jw3xpef465y0s80gasrgkgf,Nenhuma,"Desempregado, buscando recolocação",,,,Sudeste,,,,,Estudante de Graduação,2024,,Nordeste,,Feminino,SP,,,,Não se aplica/Outra área,30-34,,,,
14776,Modelo híbrido com dias fixos de trabalho presencial,Google BigQuery,Acima de 3.000,,Analista de Dados/Data Analyst,True,31.0,Outras Engenharias (não incluir engenharia de software ou TI),SQL,Sênior,f1ssfxphryy65mz5f1sjtpa3x9gvsijo,SQL,Empregado (CLT),,"Oportunidade de aprendizado e trabalhar com referências na área, Maturidade da empresa em termos de tecnologia e dados, Remuneração/Salário",Modelo 100% remoto,Sul,False,,de 1 a 2 anos,Varejo,Graduação/Bacharelado,2024,1.5,,"Sim, fui aprovado e mudei de emprego",Masculino,PR,,7000.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Analista de Dados,30-34,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Tableau, Looker, Microsoft PowerBI",,de R$ 6.001/mês a R$ 8.000/mês
14777,Modelo híbrido com dias fixos de trabalho presencial,MySQL,de 51 a 100,,Outra Opção,False,31.0,Outra opção,,Pleno,m8bmwgt97p3bfftkm8bmwgtumrkm594o,Não utilizo linguagem de programação no trabalho,Empreendedor ou Empregado (CNPJ),,"Remuneração/Salário, Flexibilidade de trabalho remoto, Propósito do trabalho e da empresa",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,False,,Menos de 1 ano,Área de Consultoria,Graduação/Bacharelado,2024,0.5,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Masculino,SP,Falta de maturidade analítica na empresa,5000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Outros,30-34,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Microsoft PowerBI, Fazemos todas as análises utilizando apenas Excel ou planilhas do google",,de R$ 4.001/mês a R$ 6.000/mês
14778,Modelo 100% remoto,"SQL SERVER, PostgreSQL, Google BigQuery",de 101 a 500,,Analista de Dados/Data Analyst,True,31.0,Economia/ Administração / Contabilidade / Finanças/ Negócios,SQL,Pleno,kp6nfah73rpke9euhkp6nfx2ixl90oby,"SQL, R, Python",Empregado (CLT),,"Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados, Qualidade dos gestores e líderes",Modelo 100% remoto,Sudeste,False,,de 3 a 4 anos,Tecnologia/Fábrica de Software,Graduação/Bacharelado,2024,3.5,,"Sim, fui aprovado mas decidi não mudar de emprego",Masculino,SP,,10000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Analista de Dados,30-34,Menos de 1 ano,"Microsoft PowerBI, Salesforce/Einstein Analytics, Looker",,de R$ 8.001/mês a R$ 12.000/mês
14779,Modelo 100% remoto,"Databricks, Snowflake",de 501 a 1.000,,Cientista de Dados/Data Scientist,True,31.0,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Python,Sênior,m8vubd58hlrcqsfp7m8vubsyze2s4qmn,"Python, Scala, SQL",Empregado (CLT),,"Flexibilidade de trabalho remoto, Ambiente e clima de trabalho, Remuneração/Salário",Modelo 100% remoto,Sudeste,False,,de 5 a 6 anos,Finanças ou Bancos,Pós-graduação,2024,5.5,,"Sim, fui aprovado e mudei de emprego",Feminino,SP,,18000.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Cientista de Dados,30-34,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não utilizo nenhuma ferramenta de BI no trabalho,,de R$ 16.001/mês a R$ 20.000/mês
14780,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,de 101 a 500,"Conseguir levar inovação para a empresa através dos dados., Conseguir gerar valor para as áreas de negócios através de estudos e experimentos., Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados.",,True,31.0,Outras Engenharias (não incluir engenharia de software ou TI),,,gdc68qp3liodvyjgdc68qp7ofg2goycr,Nenhuma,Empregado (CLT),4 - 10,"Remuneração/Salário, Propósito do trabalho e da empresa",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sul,True,,de 1 a 2 anos,Tecnologia/Fábrica de Software,Pós-graduação,2024,1.5,Sudeste,"Sim, fui aprovado mas decidi não mudar de emprego",Masculino,PR,,5000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Não se aplica/Outra área,30-34,de 1 a 2 anos,,,de R$ 4.001/mês a R$ 6.000/mês
14781,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"DynamoDB, Amazon Athena",Acima de 3.000,,Engenheiro de Machine Learning/ML Engineer/AI Engineer,True,31.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,Python,Sênior,p0j0znmd1omy82w47u6o2p0j0zn9a7c9,"SQL, Python",Empregado (CLT),,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Modelo 100% remoto,Sudeste,False,,de 3 a 4 anos,Finanças ou Bancos,Graduação/Bacharelado,2024,3.5,,"Sim, fui aprovado mas decidi não mudar de emprego",Masculino,SP,,10000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Engenheiro de ML,30-34,de 1 a 2 anos,Amazon Quicksight,,de R$ 8.001/mês a R$ 12.000/mês
14782,Modelo híbrido com dias fixos de trabalho presencial,,Acima de 3.000,"Conseguir gerar valor para as áreas de negócios através de estudos e experimentos., Garantir a manutenção dos projetos e modelos em produção, em meio ao crescimento da empresa., Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados.",,True,31.0,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,,,fucy63aido3j25udl9489fucy63avokx,Nenhuma,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Acima de 300 pessoas,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,True,,de 5 a 6 anos,Setor Alimentício,Mestrado,2024,5.5,,"Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta)",Masculino,,,18000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Não se aplica/Outra área,30-34,de 1 a 2 anos,,,de R$ 16.001/mês a R$ 20.000/mês
14783,Modelo híbrido com dias fixos de trabalho presencial,,de 51 a 100,"Conseguir gerar valor para as áreas de negócios através de estudos e experimentos., Convencer a empresa a aumentar os investimentos na área de dados., Garantir a manutenção dos projetos e modelos em produção, em meio ao crescimento da empresa.",,False,31.0,Outras Engenharias (não incluir engenharia de software ou TI),,,neou9wftd4nk3zdbsyiz6cneou9wfub6,Nenhuma,Empregado (CLT),4 - 10,"Remuneração/Salário, Benefícios, Maturidade da empresa em termos de tecnologia e dados",Modelo híbrido com dias fixos de trabalho presencial,Sudeste,True,,de 3 a 4 anos,Tecnologia/Fábrica de Software,Pós-graduação,2024,3.5,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Masculino,SP,"Remuneração/Salário não corresponde a realidade do mercado, Benefícios são insuficientes, Gostaria de aprender mais e trabalhar com referências na área",10000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Não se aplica/Outra área,30-34,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 8.001/mês a R$ 12.000/mês
14784,,,,,,,31.0,Economia/ Administração / Contabilidade / Finanças/ Negócios,,,6skfuk3erwj7k1lusceg6skfub5pz47n,Nenhuma,"Desempregado, buscando recolocação",,,,Sudeste,,7 meses - 1 ano,,,Graduação/Bacharelado,2024,,,,Masculino,SP,,,,Não se aplica/Outra área,30-34,,,Analista de Dados/Data Analyst,
14785,Modelo 100% presencial,Microsoft Access,de 51 a 100,,Outras Engenharias (não inclui dev),False,31.0,Outras Engenharias (não incluir engenharia de software ou TI),Python,Júnior,nuk6ht5909u8tge48wcrynuk6ht5bexd,Python,Empregado (CLT),,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Modelo 100% remoto,Sul,False,,de 1 a 2 anos,Indústria,Estudante de Graduação,2024,1.5,Sudeste,"Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta)",Masculino,PR,Gostaria de trabalhar em em outra área de atuação,2500.5,Estou em busca de oportunidades dentro ou fora do Brasil,Outros,30-34,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Fazemos todas as análises utilizando apenas Excel ou planilhas do google, Microsoft PowerBI",,de R$ 2.001/mês a R$ 3.000/mês
14786,Modelo híbrido com dias fixos de trabalho presencial,SQL SERVER,Acima de 3.000,,Cientista de Dados/Data Scientist,False,31.0,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Python,Sênior,jirkj3jxwmupq34vjirkjdxdepn8tt07,"R, SQL, Python",Empregado (CLT),,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Maturidade da empresa em termos de tecnologia e dados",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,False,,de 1 a 2 anos,Finanças ou Bancos,Doutorado ou Phd,2024,1.5,Sudeste,"Sim, fui aprovado mas decidi não mudar de emprego",Masculino,SP,Falta de maturidade analítica na empresa,14000.5,Estou em busca de oportunidades dentro ou fora do Brasil,Cientista de Dados,30-34,de 1 a 2 anos,Fazemos todas as análises utilizando apenas Excel ou planilhas do google,,de R$ 12.001/mês a R$ 16.000/mês
14787,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Acima de 3.000,"Reter talentos., Convencer a empresa a aumentar os investimentos na área de dados., Gestão de projetos envolvendo áreas multidisciplinares da empresa.",,True,31.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,3kt38oh00zkt04w448le3kt38ohhnb9d,Nenhuma,Empregado (CLT),Acima de 300 pessoas,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Modelo 100% presencial,Sudeste,True,,Mais de 10 anos,Finanças ou Bancos,Mestrado,2024,12.0,,"Sim, fui aprovado mas decidi não mudar de emprego",Masculino,RJ,,22500.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Não se aplica/Outra área,30-34,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 20.001/mês a R$ 25.000/mês
14788,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Acima de 3.000,"Gestão de equipes no ambiente remoto., Dividir o tempo entre entregas técnicas e gestão de pessoas., Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados.",,True,31.0,Outras Engenharias (não incluir engenharia de software ou TI),,,onubi133mb43y293xt4onubi5fedjryu,Nenhuma,Empregado (CLT),51 - 100,"Remuneração/Salário, Benefícios, Reputação que a empresa tem no mercado",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,True,,de 3 a 4 anos,Setor Automotivo,Pós-graduação,2024,3.5,Nordeste,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Feminino,ES,,10000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Não se aplica/Outra área,30-34,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 8.001/mês a R$ 12.000/mês
14789,Modelo 100% remoto,"Databricks, S3",Acima de 3.000,,Analista de Dados/Data Analyst,True,31.0,Outras Engenharias (não incluir engenharia de software ou TI),Python,Pleno,gluq6sf50acm2kn39hot6eglu10uekjn,"SQL, Python",Empregado (CLT),,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Flexibilidade de trabalho remoto",Modelo 100% remoto,Sudeste,False,,de 3 a 4 anos,Outra Opção,Graduação/Bacharelado,2024,3.5,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Masculino,SP,,10000.5,"Estou em busca de oportunidades, mas apenas fora do Brasil",Analista de Dados,30-34,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Tableau, Microsoft PowerBI, Outra opção",,de R$ 8.001/mês a R$ 12.000/mês
14790,,,,,,,31.0,Outra opção,,,8bk0anms4fi18sv7il8bk0anu7h37gkt,Nenhuma,"Desempregado, buscando recolocação",,,,Sudeste,,0 - 6 meses,,,Estudante de Graduação,2024,,,,Masculino,SP,,,,Não se aplica/Outra área,30-34,,,Cientista de Dados/Data Scientist,
14791,Modelo 100% remoto,"Amazon Athena, Amazon Aurora ou RDS, DynamoDB, Hive",Acima de 3.000,,Engenheiro de Machine Learning/ML Engineer/AI Engineer,True,31.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,Python,Pleno,rknzlqha6uwabo3rv8qt88rknzlqh75n,"SQL, Python",Empregado (CLT),,"Maturidade da empresa em termos de tecnologia e dados, Flexibilidade de trabalho remoto, Reputação que a empresa tem no mercado",Modelo 100% remoto,Nordeste,False,,de 3 a 4 anos,Finanças ou Bancos,Pós-graduação,2024,3.5,Nordeste,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Feminino,SE,,10000.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Engenheiro de ML,30-34,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Grafana, Amazon Quicksight",,de R$ 8.001/mês a R$ 12.000/mês
