,modelo_trabalho_atual,bancos_dados_usados_dia_a_dia,tamanho_empresa,desafios_gestor,cargo_atual,satisfacao_trabalho,idade,area_formacao,linguagem_principal,nivel_hierarquico,id_participante,linguagens_usadas_dia_a_dia,situacao_trabalho,tamanho_equipe_dados,criterios_escolha_emprego,modelo_trabalho_ideal,regiao_residencia,atua_como_gestor,tempo_busca_emprego_meses,experiencia_dados_anos,setor_atuacao,nivel_ensino,ano,experiencia_anos_num,regiao_origem,entrevistas_ultimos_6m,genero,uf_residencia,motivos_insatisfacao,salario_medio_mensal,planos_mudar_emprego,grupo_cargo,faixa_idade,experiencia_ti_anos,ferramentas_bi_usadas_dia_a_dia,tipo_oportunidade_buscada,faixa_salarial
0,Modelo 100% presencial,,de 101 a 500,"Garantir a manutenção dos projetos e modelos em produção, em meio ao crescimento da empresa., Garantir retorno do investimento (ROI) em projetos de dados., Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.",,1.0,38.0,Química / Física,,,qkx4q0ei90wcjxnqkx4q0j3xgf0zn13s,,Empregado (CLT),4 - 10,Benefícios,Modelo híbrido com dias fixos de trabalho presencial,Nordeste,1.0,,Mais de 10 anos,Marketing,Pós-graduação,2021,12.0,,"Sim, fui aprovado e mudei de emprego",Masculino,CE,,5000.5,Estou em busca de oportunidades dentro ou fora do Brasil,Não se aplica/Outra área,35-39,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 4.001/mês a R$ 6.000/mês
1,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,de 1 a 5,Convencer a empresa a aumentar os investimentos na área de dados.,,1.0,39.0,Economia/ Administração / Contabilidade / Finanças,,,zdl2n19yhgpnoaco6kkczdl2nwv9zwrt,,Empreendedor ou Empregado (CNPJ),1 - 3,Flexibilidade de trabalho remoto,Modelo 100% remoto,Nordeste,1.0,,de 2 a 3 anos,Consultoria,Pós-graduação,2021,2.5,Sudeste,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Masculino,BA,,7000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Não se aplica/Outra área,35-39,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 6.001/mês a R$ 8.000/mês
2,Modelo 100% presencial,,de 1001 a 3000,"Dividir o tempo entre entregas técnicas e gestão de pessoas., Conseguir levar inovação para a empresa através dos dados., Gestão de projetos envolvendo áreas multidisciplinares da empresa.",,0.0,30.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,vsamqp2un3q7us84mgvsams5fulsmcoh,,Empregado (CLT),Ainda não temos pessoas atuando com dados na empresa,Oportunidade de aprendizado e trabalhar com referências na área,Modelo 100% remoto,Sul,1.0,,de 1 a 2 anos,Indústria,Pós-graduação,2021,1.5,,"Sim, fui aprovado mas decidi não mudar de emprego",Masculino,SC,O clima de trabalho/ambiente não é bom,10000.5,Estou em busca de oportunidades dentro ou fora do Brasil,Não se aplica/Outra área,30-34,de 2 a 3 anos,,,de R$ 8.001/mês a R$ 12.000/mês
3,Modelo 100% presencial,,de 1001 a 3000,"Conseguir levar inovação para a empresa através dos dados., Organizar as informações e garantir a qualidade e confiabilidade., Convencer a empresa a aumentar os investimentos na área de dados.",,0.0,38.0,Outras,,,v31ab41botodnsv31zgg4k34zzojy81l,,Empreendedor ou Empregado (CNPJ),1 - 3,"Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto, Remuneração/Salário",Modelo híbrido com dias fixos de trabalho presencial,Sudeste,1.0,,Mais de 10 anos,Serviços,Pós-graduação,2021,12.0,,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Feminino,SP,Falta de maturidade analítica na empresa,14000.5,Estou em busca de oportunidades dentro ou fora do Brasil,Não se aplica/Outra área,35-39,Menos de 1 ano,,,de R$ 12.001/mês a R$ 16.000/mês
4,Modelo 100% presencial,,de 6 a 10,"Garantir retorno do investimento (ROI) em projetos de dados., Gestão de projetos envolvendo áreas multidisciplinares da empresa., Convencer a empresa a aumentar os investimentos na área de dados.",,0.0,36.0,Outras Engenharias,,,ubhu8ntvm4xc0sfkdubhu80e973eek0k,,Empreendedor ou Empregado (CNPJ),Ainda não temos pessoas atuando com dados na empresa,"Maturidade da empresa em termos de tecnologia e dados, Propósito do trabalho e da empresa, Remuneração/Salário",Modelo 100% remoto,Sul,1.0,,de 1 a 2 anos,Varejo,Pós-graduação,2021,1.5,,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Masculino,SC,"Gostaria de trabalhar em em outra área de atuação, Falta de maturidade analítica na empresa, O clima de trabalho/ambiente não é bom",10000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Não se aplica/Outra área,35-39,de 4 a 5 anos,,,de R$ 8.001/mês a R$ 12.000/mês
5,Modelo híbrido com dias fixos de trabalho presencial,,de 6 a 10,Convencer a empresa a aumentar os investimentos na área de dados.,,1.0,,Economia/ Administração / Contabilidade / Finanças,,,isz60pt4c22u98xjzztisz6qzaa0fikw,,Empreendedor ou Empregado (CNPJ),4 - 10,Oportunidade de aprendizado e trabalhar com referências na área,Modelo híbrido com dias fixos de trabalho presencial,Sudeste,1.0,,de 4 a 5 anos,Indústria,Pós-graduação,2021,4.5,,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Masculino,SP,,10000.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Não se aplica/Outra área,55+,de 1 a 2 anos,,,de R$ 8.001/mês a R$ 12.000/mês
6,Modelo híbrido com dias fixos de trabalho presencial,,de 6 a 10,"Dividir o tempo entre entregas técnicas e gestão de pessoas., Garantir a manutenção dos projetos e modelos em produção, em meio ao crescimento da empresa.",,1.0,24.0,Outras Engenharias,,,rcxg4kxm9ow0u54hrcxgxkzcd50ib9dk,,Empreendedor ou Empregado (CNPJ),4 - 10,"Remuneração/Salário, Propósito do trabalho e da empresa, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido com dias fixos de trabalho presencial,Sul,1.0,,de 1 a 2 anos,Tecnologia/Fábrica de Software,Estudante de Graduação,2021,1.5,,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Masculino,SC,,3500.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Não se aplica/Outra área,22-24,de 1 a 2 anos,,,de R$ 3.001/mês a R$ 4.000/mês
7,Modelo 100% remoto,,de 101 a 500,"Dividir o tempo entre entregas técnicas e gestão de pessoas., Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados., Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.",,1.0,51.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,95glgjuiaf07xh95g4qt3ufh62qh0bos,,Empregado (CLT),1 - 3,"Propósito do trabalho e da empresa, Reputação que a empresa tem no mercado, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,1.0,,Mais de 10 anos,Tecnologia/Fábrica de Software,Pós-graduação,2021,12.0,,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Masculino,SP,,14000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Não se aplica/Outra área,50-54,Mais de 10 anos,,,de R$ 12.001/mês a R$ 16.000/mês
8,Modelo 100% presencial,,de 101 a 500,"Garantir retorno do investimento (ROI) em projetos de dados., Conseguir levar inovação para a empresa através dos dados., Convencer a empresa a aumentar os investimentos na área de dados.",,0.0,39.0,Economia/ Administração / Contabilidade / Finanças,,,nc3chpdm6n3rtgib20inc3chp9psycoz,,Empregado (CLT),1 - 3,"Remuneração/Salário, Maturidade da empresa em termos de tecnologia e dados",Modelo 100% presencial,Sudeste,1.0,,de 1 a 2 anos,Setor Alimentício,Graduação/Bacharelado,2021,1.5,,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Masculino,MG,"Falta de oportunidade de crescimento no emprego atual, Gostaria de receber mais benefícios",5000.5,Estou em busca de oportunidades dentro ou fora do Brasil,Não se aplica/Outra área,35-39,Menos de 1 ano,,,de R$ 4.001/mês a R$ 6.000/mês
9,Modelo 100% presencial,,de 101 a 500,"Reter talentos., Gestão de equipes no ambiente remoto., Organizar as informações e garantir a qualidade e confiabilidade.",,0.0,27.0,Outras Engenharias,,,kw6mzziiifjl1q7nikw628l4at14q8jr,,Empregado (CLT),Ainda não temos pessoas atuando com dados na empresa,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Propósito do trabalho e da empresa",Modelo híbrido com dias fixos de trabalho presencial,Sudeste,1.0,,de 1 a 2 anos,Telecomunicação,Pós-graduação,2021,1.5,,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Masculino,SP,Gostaria de trabalhar em em outra área de atuação,5000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Não se aplica/Outra área,25-29,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 4.001/mês a R$ 6.000/mês
10,Modelo 100% remoto,,Acima de 3000,"Convencer a empresa a aumentar os investimentos na área de dados., Conseguir gerar valor para as áreas de negócios através de estudos e experimentos., Organizar as informações e garantir a qualidade e confiabilidade.",,0.0,42.0,Economia/ Administração / Contabilidade / Finanças,,,ifl4ogkur82u2e77cv9ifl4og3xaut1y,,Empregado (CLT),Ainda não temos pessoas atuando com dados na empresa,"Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário, Reputação que a empresa tem no mercado",Modelo híbrido com dias fixos de trabalho presencial,Sudeste,1.0,,Mais de 10 anos,Telecomunicação,Mestrado,2021,12.0,,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Masculino,SP,Falta de oportunidade de crescimento no emprego atual,35000.5,Estou em busca de oportunidades dentro ou fora do Brasil,Não se aplica/Outra área,40-44,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 30.001/mês a R$ 40.000/mês
11,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,de 11 a 50,"Dividir o tempo entre entregas técnicas e gestão de pessoas., Garantir a manutenção dos projetos e modelos em produção, em meio ao crescimento da empresa., Convencer a empresa a aumentar os investimentos na área de dados.",,1.0,45.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,gxvzjaqhdjpozukq257egxvzjaq70zp8,,Empreendedor ou Empregado (CNPJ),1 - 3,"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Centro-oeste,1.0,,de 2 a 3 anos,Tecnologia/Fábrica de Software,Pós-graduação,2021,2.5,,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Masculino,GO,,7000.5,Estou em busca de oportunidades dentro ou fora do Brasil,Não se aplica/Outra área,45-49,Menos de 1 ano,,,de R$ 6.001/mês a R$ 8.000/mês
12,Modelo 100% remoto,,de 11 a 50,"Reter talentos., Contratar novos talentos., Garantir a manutenção dos projetos e modelos em produção, em meio ao crescimento da empresa.",,1.0,40.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,fvroa15ig3e212soy5fvroazhchyl3by,,Empreendedor ou Empregado (CNPJ),1 - 3,"Propósito do trabalho e da empresa, Ambiente e clima de trabalho, Oportunidade de aprendizado e trabalhar com referências na área",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sul,1.0,,de 4 a 5 anos,Outro,Pós-graduação,2021,4.5,,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Masculino,PR,,22500.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Não se aplica/Outra área,40-44,Mais de 10 anos,,,de R$ 20.001/mês a R$ 25.000/mês
13,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,de 51 a 100,"Convencer a empresa a aumentar os investimentos na área de dados., Garantir retorno do investimento (ROI) em projetos de dados., Organizar as informações e garantir a qualidade e confiabilidade.",,1.0,26.0,Outras Engenharias,,,fk4ytpz65h2oz71fk4ytpvhrybvck2rz,,Empregado (CLT),1 - 3,"Propósito do trabalho e da empresa, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,1.0,,de 4 a 5 anos,Tecnologia/Fábrica de Software,Graduação/Bacharelado,2021,4.5,Sul,"Sim, fui aprovado mas decidi não mudar de emprego",Masculino,SP,,5000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Não se aplica/Outra área,25-29,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 4.001/mês a R$ 6.000/mês
14,Modelo 100% presencial,,de 51 a 100,"Conseguir levar inovação para a empresa através dos dados., Organizar as informações e garantir a qualidade e confiabilidade., Convencer a empresa a aumentar os investimentos na área de dados.",,1.0,28.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,p6e1wwjc19xsq6p6ernbqrg8p78h2for,,Empregado (CLT),Ainda não temos pessoas atuando com dados na empresa,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Centro-oeste,1.0,,Não tenho experiência na área de dados,Telecomunicação,Graduação/Bacharelado,2021,0.0,Sul,"Sim, fui aprovado e mudei de emprego",Masculino,MT,,3500.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Não se aplica/Outra área,25-29,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 3.001/mês a R$ 4.000/mês
15,Modelo 100% presencial,,de 501 a 1000,"Conseguir levar inovação para a empresa através dos dados., Organizar as informações e garantir a qualidade e confiabilidade., Convencer a empresa a aumentar os investimentos na área de dados.",,0.0,43.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,k7cg05i1i6fu9bzjlik7cg05iw0xq9fa,,Empreendedor ou Empregado (CNPJ),1 - 3,"Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Centro-oeste,1.0,,Menos de 1 ano,Construção Civil,Graduação/Bacharelado,2021,0.5,,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Masculino,MS,"Falta de maturidade analítica na empresa, Falta de oportunidade de crescimento no emprego atual, Gostaria de trabalhar em em outra área de atuação",10000.5,Estou em busca de oportunidades dentro ou fora do Brasil,Não se aplica/Outra área,40-44,de 6 a 10 anos,,,de R$ 8.001/mês a R$ 12.000/mês
16,Modelo 100% remoto,,de 101 a 500,"Convencer a empresa a aumentar os investimentos na área de dados., Dividir o tempo entre entregas técnicas e gestão de pessoas., Reter talentos.",,1.0,27.0,Economia/ Administração / Contabilidade / Finanças,,,ap54nhpaxrtfantap54n545rmn2g714o,,Empregado (CLT),11 - 20,"Remuneração/Salário, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Centro-oeste,1.0,,de 6 a 10 anos,Setor Alimentício,Estudante de Graduação,2021,8.0,Sudeste,"Sim, fui aprovado mas decidi não mudar de emprego",Masculino,DF,,10000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Não se aplica/Outra área,25-29,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 8.001/mês a R$ 12.000/mês
17,Modelo 100% presencial,,de 1 a 5,Organizar as informações e garantir a qualidade e confiabilidade.,,1.0,53.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,bjala4ipvuhta5z50jabja75ptc735h1,,Empregado (CLT),1 - 3,"Ambiente e clima de trabalho, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Sudeste,1.0,,Mais de 10 anos,Serviços,Doutorado ou Phd,2021,12.0,,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Masculino,SP,,5000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Não se aplica/Outra área,50-54,Mais de 10 anos,,,de R$ 4.001/mês a R$ 6.000/mês
18,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,de 1001 a 3000,"Contratar novos talentos., Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados., Organizar as informações e garantir a qualidade e confiabilidade.",,1.0,25.0,Outras Engenharias,,,9h0qj4hro1c3hu34l96r19h0qj4h506l,,Empregado (CLT),1 - 3,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Propósito do trabalho e da empresa",Modelo híbrido com dias fixos de trabalho presencial,Sudeste,1.0,,de 4 a 5 anos,Serviços,Estudante de Graduação,2021,4.5,,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Masculino,SP,,7000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Não se aplica/Outra área,25-29,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 6.001/mês a R$ 8.000/mês
19,Modelo híbrido com dias fixos de trabalho presencial,,de 1 a 5,"Organizar as informações e garantir a qualidade e confiabilidade., Convencer a empresa a aumentar os investimentos na área de dados., Conseguir levar inovação para a empresa através dos dados.",,1.0,37.0,Marketing / Publicidade / Comunicação / Jornalismo,,,89br3jbvclfhtwaydl89br3jqooydfnj,,Empreendedor ou Empregado (CNPJ),Ainda não temos pessoas atuando com dados na empresa,"Reputação que a empresa tem no mercado, Remuneração/Salário, Benefícios",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Nordeste,1.0,,Não tenho experiência na área de dados,Marketing,Pós-graduação,2021,0.0,,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Masculino,SE,,7000.5,Estou em busca de oportunidades dentro ou fora do Brasil,Não se aplica/Outra área,35-39,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 6.001/mês a R$ 8.000/mês
20,Modelo 100% remoto,,Acima de 3000,"Conseguir levar inovação para a empresa através dos dados., Convencer a empresa a aumentar os investimentos na área de dados.",,0.0,38.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,797hisu5odzvdu7ymbzfzbq5797hisub,,Servidor Público,1 - 3,"Remuneração/Salário, Propósito do trabalho e da empresa, Maturidade da empresa em termos de tecnologia e dados",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Centro-oeste,1.0,,Mais de 10 anos,Setor Público,Mestrado,2021,12.0,Sudeste,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Masculino,DF,Falta de maturidade analítica na empresa,18000.5,Estou em busca de oportunidades dentro ou fora do Brasil,Não se aplica/Outra área,35-39,Menos de 1 ano,,,de R$ 16.001/mês a R$ 20.000/mês
21,Modelo 100% presencial,,de 1001 a 3000,"Organizar as informações e garantir a qualidade e confiabilidade., Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados., Dividir o tempo entre entregas técnicas e gestão de pessoas.",,0.0,29.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,4bvcfib22n1vqfkq4bvcfxswiidnmepc,,Empreendedor ou Empregado (CNPJ),1 - 3,"Remuneração/Salário, Propósito do trabalho e da empresa, Maturidade da empresa em termos de tecnologia e dados",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Centro-oeste,1.0,,de 4 a 5 anos,Construção Civil,Estudante de Graduação,2021,4.5,Norte,"Sim, fiz entrevistas mas não fui aprovado",Masculino,GO,"Falta de maturidade analítica na empresa, Gostaria de receber mais benefícios",7000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Não se aplica/Outra área,25-29,Menos de 1 ano,,,de R$ 6.001/mês a R$ 8.000/mês
22,Modelo 100% remoto,,de 11 a 50,"Gestão de projetos envolvendo áreas multidisciplinares da empresa., Conseguir levar inovação para a empresa através dos dados.",,0.0,46.0,Outras Engenharias,,,3mp5l0rzzcib53m0tr8ulvij8ldcelok,,Empreendedor ou Empregado (CNPJ),1 - 3,"Oportunidade de aprendizado e trabalhar com referências na área, Maturidade da empresa em termos de tecnologia e dados, Qualidade dos gestores e líderes",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sul,1.0,,Mais de 10 anos,Finanças ou Bancos,Mestrado,2021,12.0,,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Masculino,SC,"Gostaria de trabalhar em em outra área de atuação, Falta de maturidade analítica na empresa, Não tenho uma boa relação com meu líder/gestor",14000.5,Estou em busca de oportunidades dentro ou fora do Brasil,Não se aplica/Outra área,45-49,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 12.001/mês a R$ 16.000/mês
23,Modelo híbrido com dias fixos de trabalho presencial,,Acima de 3000,"Reter talentos., Organizar as informações e garantir a qualidade e confiabilidade., Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados.",,0.0,34.0,Estatística/ Matemática / Matemática Computacional,,,2kr6mx1ela2zu24nxf2kr6ca0yvp0gm9,,Empregado (CLT),11 - 20,"Propósito do trabalho e da empresa, Oportunidade de aprendizado e trabalhar com referências na área, Maturidade da empresa em termos de tecnologia e dados",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,1.0,,de 6 a 10 anos,Setor Público,Graduação/Bacharelado,2021,8.0,,"Sim, fui aprovado mas decidi não mudar de emprego",Masculino,SP,Falta de maturidade analítica na empresa,7000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Não se aplica/Outra área,30-34,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 6.001/mês a R$ 8.000/mês
24,Modelo 100% remoto,,de 11 a 50,"Dividir o tempo entre entregas técnicas e gestão de pessoas., Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados., Conseguir processar e armazenar um alto volume de dados.",,1.0,27.0,Outras Engenharias,,,y9dh05swm0ig9kv2qsurpdky9dh0s3zu,,Empreendedor ou Empregado (CNPJ),1 - 3,"Remuneração/Salário, Ambiente e clima de trabalho, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Sul,1.0,,de 2 a 3 anos,Marketing,Graduação/Bacharelado,2021,2.5,,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Masculino,RS,,5000.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Não se aplica/Outra área,25-29,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 4.001/mês a R$ 6.000/mês
25,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,de 11 a 50,"Dividir o tempo entre entregas técnicas e gestão de pessoas., Conseguir levar inovação para a empresa através dos dados., Contratar novos talentos.",,1.0,32.0,Marketing / Publicidade / Comunicação / Jornalismo,,,7wm2pmd3113vghlsl7wm2pldgsj1poz1,,Empreendedor ou Empregado (CNPJ),1 - 3,Maturidade da empresa em termos de tecnologia e dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,1.0,,Mais de 10 anos,Tecnologia/Fábrica de Software,Pós-graduação,2021,12.0,Sudeste,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Feminino,SP,,40001.0,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Não se aplica/Outra área,30-34,de 4 a 5 anos,,,Acima de R$ 40.001/mês
26,Modelo 100% presencial,,de 501 a 1000,"Organizar as informações e garantir a qualidade e confiabilidade., Conseguir gerar valor para as áreas de negócios através de estudos e experimentos., Conseguir levar inovação para a empresa através dos dados.",,0.0,43.0,Economia/ Administração / Contabilidade / Finanças,,,ow7vlsfgx7rmgvvow4cmnzwinspblahh,,Empregado (CLT),1 - 3,"Maturidade da empresa em termos de tecnologia e dados, Flexibilidade de trabalho remoto",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,1.0,,de 4 a 5 anos,Agronegócios,Pós-graduação,2021,4.5,,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Masculino,SP,Falta de maturidade analítica na empresa,10000.5,Estou em busca de oportunidades dentro ou fora do Brasil,Não se aplica/Outra área,40-44,de 6 a 10 anos,,,de R$ 8.001/mês a R$ 12.000/mês
27,Modelo 100% presencial,,de 101 a 500,"Conseguir processar e armazenar um alto volume de dados., Dividir o tempo entre entregas técnicas e gestão de pessoas., Reter talentos.",,0.0,34.0,Estatística/ Matemática / Matemática Computacional,,,kv844vwc9fnc7icenh7ph6dkv844vwcr,,Empregado (CLT),21 - 50,"Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido com dias fixos de trabalho presencial,Sudeste,1.0,,Mais de 10 anos,Área da Saúde,Pós-graduação,2021,12.0,,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Feminino,MG,"Falta de maturidade analítica na empresa, Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado",10000.5,Estou em busca de oportunidades dentro ou fora do Brasil,Não se aplica/Outra área,30-34,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 8.001/mês a R$ 12.000/mês
28,Modelo 100% remoto,,de 101 a 500,"Garantir retorno do investimento (ROI) em projetos de dados., Reter talentos., Dividir o tempo entre entregas técnicas e gestão de pessoas.",,0.0,33.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,80lp5xu2s5aue1c9rmz80lp5dei3nc60,,Empregado (CLT),4 - 10,"Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,1.0,,de 4 a 5 anos,Educação,Mestrado,2021,4.5,,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Feminino,MG,"Falta de oportunidade de crescimento no emprego atual, Gostaria de trabalhar em em outra área de atuação",7000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Não se aplica/Outra área,30-34,de 2 a 3 anos,,,de R$ 6.001/mês a R$ 8.000/mês
29,Modelo híbrido com dias fixos de trabalho presencial,,Acima de 3000,"Garantir a manutenção dos projetos e modelos em produção, em meio ao crescimento da empresa., Gestão de projetos envolvendo áreas multidisciplinares da empresa., Organizar as informações e garantir a qualidade e confiabilidade.",,1.0,46.0,Marketing / Publicidade / Comunicação / Jornalismo,,,33hdko40rt8p12t1mbhn62s33hdko4eh,,Empregado (CLT),Acima de 300 pessoas,"Propósito do trabalho e da empresa, Ambiente e clima de trabalho, Remuneração/Salário",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,1.0,,de 4 a 5 anos,Finanças ou Bancos,Graduação/Bacharelado,2021,4.5,Sudeste,"Sim, fui aprovado mas decidi não mudar de emprego",Masculino,SP,,27500.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Não se aplica/Outra área,45-49,de 2 a 3 anos,,,de R$ 25.001/mês a R$ 30.000/mês
